year,sex,means_of_travel,town_size,age,edu_level,value
2016,Male,bike,Dublin City and suburbs,>=19,university,4397
2016,Male,bike,Cork City and suburbs,>=15,junior-cert,1685
2016,Male,bike,Cork City and suburbs,5 to 12,primary-school,68
2016,Male,bike,Cork City and suburbs,13 to 18,leaving-cert,91
2016,Male,bike,Cork City and suburbs,>=19,university,485
2016,Male,bike,Limerick City and suburbs,>=15,junior-cert,783
2016,Male,bike,Limerick City and suburbs,5 to 12,primary-school,54
2016,Male,bike,Limerick City and suburbs,13 to 18,leaving-cert,147
2016,Male,bike,Limerick City and suburbs,>=19,university,266
2016,Male,bike,Galway City and suburbs,>=15,junior-cert,1299
2016,Male,bike,Galway City and suburbs,5 to 12,primary-school,84
2016,Male,bike,Galway City and suburbs,13 to 18,leaving-cert,147
2016,Male,bike,Galway City and suburbs,>=19,university,437
2016,Male,bike,Waterford City and suburbs,>=15,junior-cert,337
2016,Male,bike,Waterford City and suburbs,5 to 12,primary-school,9
2016,Male,bike,Waterford City and suburbs,13 to 18,leaving-cert,27
2016,Male,bike,Waterford City and suburbs,>=19,university,60
2016,Male,bike,"Towns 10,000 population and over",>=15,junior-cert,4542
2016,Male,bike,"Towns 10,000 population and over",5 to 12,primary-school,912
2016,Male,bike,"Towns 10,000 population and over",13 to 18,leaving-cert,1146
2016,Male,bike,"Towns 10,000 population and over",>=19,university,541
2016,Male,bike,"Towns 5,000 - 9,999 population",>=15,junior-cert,1192
2016,Male,bike,"Towns 5,000 - 9,999 population",5 to 12,primary-school,395
2016,Male,bike,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,244
2016,Male,bike,"Towns 5,000 - 9,999 population",>=19,university,107
2016,Male,bike,"Towns 2,000 - 4,999 population",>=15,junior-cert,712
2016,Male,bike,"Towns 2,000 - 4,999 population",5 to 12,primary-school,163
2016,Male,bike,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,77
2016,Male,bike,"Towns 2,000 - 4,999 population",>=19,university,64
2016,Male,bike,"Towns 1,500 - 1,999 population",>=15,junior-cert,200
2016,Male,bike,"Towns 1,500 - 1,999 population",5 to 12,primary-school,59
2016,Male,bike,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,13
2016,Male,bike,"Towns 1,500 - 1,999 population",>=19,university,25
2016,Male,bike,"Towns 1,000 - 1,499 population",>=15,junior-cert,227
2016,Male,bike,"Towns 1,000 - 1,499 population",5 to 12,primary-school,75
2016,Male,bike,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,45
2016,Male,bike,"Towns 1,000 - 1,499 population",>=19,university,20
2016,Male,bike,Total Towns 500 - 999 population,>=15,junior-cert,215
2016,Male,bike,Total Towns 500 - 999 population,5 to 12,primary-school,99
2016,Male,bike,Total Towns 500 - 999 population,13 to 18,leaving-cert,25
2016,Male,bike,Total Towns 500 - 999 population,>=19,university,44
2016,Male,bike,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,198
2016,Male,bike,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,73
2016,Male,bike,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,13
2016,Male,bike,Towns under 500 population but with at least 50 inhabited houses,>=19,university,31
2016,Male,bike,Remainder of country,>=15,junior-cert,2028
2016,Male,bike,Remainder of country,5 to 12,primary-school,446
2016,Male,bike,Remainder of country,13 to 18,leaving-cert,257
2016,Male,bike,Remainder of country,>=19,university,846
2016,Male,bus,Dublin City and suburbs,>=15,junior-cert,30079
2016,Male,bus,Dublin City and suburbs,5 to 12,primary-school,3024
2016,Male,bus,Dublin City and suburbs,13 to 18,leaving-cert,7984
2016,Male,bus,Dublin City and suburbs,>=19,university,9224
2016,Male,bus,Cork City and suburbs,>=15,junior-cert,3162
2016,Male,bus,Cork City and suburbs,5 to 12,primary-school,348
2016,Male,bus,Cork City and suburbs,13 to 18,leaving-cert,1045
2016,Male,bus,Cork City and suburbs,>=19,university,1134
2016,Male,bus,Limerick City and suburbs,>=15,junior-cert,787
2016,Male,bus,Limerick City and suburbs,5 to 12,primary-school,213
2016,Male,bus,Limerick City and suburbs,13 to 18,leaving-cert,497
2016,Male,bus,Limerick City and suburbs,>=19,university,441
2016,Male,bus,Galway City and suburbs,>=15,junior-cert,1041
2016,Male,bus,Galway City and suburbs,5 to 12,primary-school,253
2016,Male,bus,Galway City and suburbs,13 to 18,leaving-cert,548
2016,Male,bus,Galway City and suburbs,>=19,university,352
2016,Male,bus,Waterford City and suburbs,>=15,junior-cert,221
2016,Male,bus,Waterford City and suburbs,5 to 12,primary-school,140
2016,Male,bus,Waterford City and suburbs,13 to 18,leaving-cert,205
2016,Male,bus,Waterford City and suburbs,>=19,university,117
2016,Male,bus,"Towns 10,000 population and over",>=15,junior-cert,7336
2016,Male,bus,"Towns 10,000 population and over",5 to 12,primary-school,4137
2016,Male,bus,"Towns 10,000 population and over",13 to 18,leaving-cert,3921
2016,Male,bus,"Towns 10,000 population and over",>=19,university,3522
2016,Male,bus,"Towns 5,000 - 9,999 population",>=15,junior-cert,1993
2016,Male,bus,"Towns 5,000 - 9,999 population",5 to 12,primary-school,1598
2016,Male,bus,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,1431
2016,Male,bus,"Towns 5,000 - 9,999 population",>=19,university,1302
2016,Male,bus,"Towns 2,000 - 4,999 population",>=15,junior-cert,1125
2016,Male,bus,"Towns 2,000 - 4,999 population",5 to 12,primary-school,1122
2016,Male,bus,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,1555
2016,Male,bus,"Towns 2,000 - 4,999 population",>=19,university,748
2016,Male,bus,"Towns 1,500 - 1,999 population",>=15,junior-cert,230
2016,Male,bus,"Towns 1,500 - 1,999 population",5 to 12,primary-school,263
2016,Male,bus,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,796
2016,Male,bus,"Towns 1,500 - 1,999 population",>=19,university,209
2016,Male,bus,"Towns 1,000 - 1,499 population",>=15,junior-cert,320
2016,Male,bus,"Towns 1,000 - 1,499 population",5 to 12,primary-school,349
2016,Male,bus,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,1213
2016,Male,bus,"Towns 1,000 - 1,499 population",>=19,university,254
2016,Male,bus,Total Towns 500 - 999 population,>=15,junior-cert,371
2016,Male,bus,Total Towns 500 - 999 population,5 to 12,primary-school,575
2016,Male,bus,Total Towns 500 - 999 population,13 to 18,leaving-cert,2403
2016,Male,bus,Total Towns 500 - 999 population,>=19,university,367
2016,Male,bus,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,271
2016,Male,bus,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,716
2016,Male,bus,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,2496
2016,Male,bus,Towns under 500 population but with at least 50 inhabited houses,>=19,university,290
2016,Male,bus,Remainder of country,>=15,junior-cert,2852
2016,Male,bus,Remainder of country,5 to 12,primary-school,16672
2016,Male,bus,Remainder of country,13 to 18,leaving-cert,25840
2016,Male,bus,Remainder of country,>=19,university,3481
2016,Male,train,Dublin City and suburbs,>=15,junior-cert,20512
2016,Male,train,Dublin City and suburbs,5 to 12,primary-school,320
2016,Male,train,Dublin City and suburbs,13 to 18,leaving-cert,1907
2016,Male,train,Dublin City and suburbs,>=19,university,3299
2016,Male,train,Cork City and suburbs,>=15,junior-cert,193
2016,Male,train,Cork City and suburbs,5 to 12,primary-school,2
2016,Male,train,Cork City and suburbs,13 to 18,leaving-cert,36
2016,Male,train,Cork City and suburbs,>=19,university,35
2016,Male,train,Limerick City and suburbs,>=15,junior-cert,39
2016,Male,train,Limerick City and suburbs,5 to 12,primary-school,0
2016,Male,train,Limerick City and suburbs,13 to 18,leaving-cert,1
2016,Male,train,Limerick City and suburbs,>=19,university,19
2016,Male,train,Galway City and suburbs,>=15,junior-cert,31
2016,Male,train,Galway City and suburbs,5 to 12,primary-school,0
2016,Male,train,Galway City and suburbs,13 to 18,leaving-cert,3
2016,Male,train,Galway City and suburbs,>=19,university,13
2016,Male,train,Waterford City and suburbs,>=15,junior-cert,30
2016,Male,train,Waterford City and suburbs,5 to 12,primary-school,0
2016,Male,train,Waterford City and suburbs,13 to 18,leaving-cert,0
2016,Male,train,Waterford City and suburbs,>=19,university,12
2016,Male,train,"Towns 10,000 population and over",>=15,junior-cert,6322
2016,Male,train,"Towns 10,000 population and over",5 to 12,primary-school,26
2016,Male,train,"Towns 10,000 population and over",13 to 18,leaving-cert,496
2016,Male,train,"Towns 10,000 population and over",>=19,university,1522
2016,Male,train,"Towns 5,000 - 9,999 population",>=15,junior-cert,2224
2016,Male,train,"Towns 5,000 - 9,999 population",5 to 12,primary-school,16
2016,Male,train,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,169
2016,Male,train,"Towns 5,000 - 9,999 population",>=19,university,438
2016,Male,train,"Towns 2,000 - 4,999 population",>=15,junior-cert,584
2016,Male,train,"Towns 2,000 - 4,999 population",5 to 12,primary-school,4
2016,Male,train,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,43
2016,Male,train,"Towns 2,000 - 4,999 population",>=19,university,149
2016,Male,train,"Towns 1,500 - 1,999 population",>=15,junior-cert,106
2016,Male,train,"Towns 1,500 - 1,999 population",5 to 12,primary-school,0
2016,Male,train,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,7
2016,Male,train,"Towns 1,500 - 1,999 population",>=19,university,47
2016,Male,train,"Towns 1,000 - 1,499 population",>=15,junior-cert,119
2016,Male,train,"Towns 1,000 - 1,499 population",5 to 12,primary-school,2
2016,Male,train,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,10
2016,Male,train,"Towns 1,000 - 1,499 population",>=19,university,41
2016,Male,train,Total Towns 500 - 999 population,>=15,junior-cert,209
2016,Male,train,Total Towns 500 - 999 population,5 to 12,primary-school,0
2016,Male,train,Total Towns 500 - 999 population,13 to 18,leaving-cert,20
2016,Male,train,Total Towns 500 - 999 population,>=19,university,58
2016,Male,train,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,149
2016,Male,train,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,0
2016,Male,train,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,15
2016,Male,train,Towns under 500 population but with at least 50 inhabited houses,>=19,university,60
2016,Male,train,Remainder of country,>=15,junior-cert,1789
2016,Male,train,Remainder of country,5 to 12,primary-school,13
2016,Male,train,Remainder of country,13 to 18,leaving-cert,226
2016,Male,train,Remainder of country,>=19,university,810
2016,Male,motorbike,Dublin City and suburbs,>=15,junior-cert,3442
2016,Male,motorbike,Dublin City and suburbs,5 to 12,primary-school,0
2016,Male,motorbike,Dublin City and suburbs,13 to 18,leaving-cert,20
2016,Male,motorbike,Dublin City and suburbs,>=19,university,144
2016,Male,motorbike,Cork City and suburbs,>=15,junior-cert,338
2016,Male,motorbike,Cork City and suburbs,5 to 12,primary-school,0
2016,Male,motorbike,Cork City and suburbs,13 to 18,leaving-cert,8
2016,Male,motorbike,Cork City and suburbs,>=19,university,37
2016,Male,motorbike,Limerick City and suburbs,>=15,junior-cert,88
2016,Male,motorbike,Limerick City and suburbs,5 to 12,primary-school,0
2016,Male,motorbike,Limerick City and suburbs,13 to 18,leaving-cert,2
2016,Male,motorbike,Limerick City and suburbs,>=19,university,8
2016,Male,motorbike,Galway City and suburbs,>=15,junior-cert,96
2016,Male,motorbike,Galway City and suburbs,5 to 12,primary-school,0
2016,Male,motorbike,Galway City and suburbs,13 to 18,leaving-cert,5
2016,Male,motorbike,Galway City and suburbs,>=19,university,5
2016,Male,motorbike,Waterford City and suburbs,>=15,junior-cert,68
2016,Male,motorbike,Waterford City and suburbs,5 to 12,primary-school,0
2016,Male,motorbike,Waterford City and suburbs,13 to 18,leaving-cert,0
2016,Male,motorbike,Waterford City and suburbs,>=19,university,9
2016,Male,motorbike,"Towns 10,000 population and over",>=15,junior-cert,933
2016,Male,motorbike,"Towns 10,000 population and over",5 to 12,primary-school,0
2016,Male,motorbike,"Towns 10,000 population and over",13 to 18,leaving-cert,8
2016,Male,motorbike,"Towns 10,000 population and over",>=19,university,49
2016,Male,motorbike,"Towns 5,000 - 9,999 population",>=15,junior-cert,325
2016,Male,motorbike,"Towns 5,000 - 9,999 population",5 to 12,primary-school,0
2016,Male,motorbike,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,3
2016,Male,motorbike,"Towns 5,000 - 9,999 population",>=19,university,7
2016,Male,motorbike,"Towns 2,000 - 4,999 population",>=15,junior-cert,220
2016,Male,motorbike,"Towns 2,000 - 4,999 population",5 to 12,primary-school,0
2016,Male,motorbike,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,7
2016,Male,motorbike,"Towns 2,000 - 4,999 population",>=19,university,6
2016,Male,motorbike,"Towns 1,500 - 1,999 population",>=15,junior-cert,61
2016,Male,motorbike,"Towns 1,500 - 1,999 population",5 to 12,primary-school,0
2016,Male,motorbike,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,0
2016,Male,motorbike,"Towns 1,500 - 1,999 population",>=19,university,2
2016,Male,motorbike,"Towns 1,000 - 1,499 population",>=15,junior-cert,73
2016,Male,motorbike,"Towns 1,000 - 1,499 population",5 to 12,primary-school,0
2016,Male,motorbike,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,0
2016,Male,motorbike,"Towns 1,000 - 1,499 population",>=19,university,5
2016,Male,motorbike,Total Towns 500 - 999 population,>=15,junior-cert,99
2016,Male,motorbike,Total Towns 500 - 999 population,5 to 12,primary-school,0
2016,Male,motorbike,Total Towns 500 - 999 population,13 to 18,leaving-cert,1
2016,Male,motorbike,Total Towns 500 - 999 population,>=19,university,5
2016,Male,motorbike,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,71
2016,Male,motorbike,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,0
2016,Male,motorbike,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,2
2016,Male,motorbike,Towns under 500 population but with at least 50 inhabited houses,>=19,university,3
2016,Male,motorbike,Remainder of country,>=15,junior-cert,926
2016,Male,motorbike,Remainder of country,5 to 12,primary-school,0
2016,Male,motorbike,Remainder of country,13 to 18,leaving-cert,41
2016,Male,motorbike,Remainder of country,>=19,university,56
2016,Male,car,Dublin City and suburbs,>=15,junior-cert,117132
2016,Male,car,Dublin City and suburbs,5 to 12,primary-school,0
2016,Male,car,Dublin City and suburbs,13 to 18,leaving-cert,248
2016,Male,car,Dublin City and suburbs,>=19,university,3412
2016,Male,car,Cork City and suburbs,>=15,junior-cert,26795
2016,Male,car,Cork City and suburbs,5 to 12,primary-school,0
2016,Male,car,Cork City and suburbs,13 to 18,leaving-cert,102
2016,Male,car,Cork City and suburbs,>=19,university,1210
2016,Male,car,Limerick City and suburbs,>=15,junior-cert,10964
2016,Male,car,Limerick City and suburbs,5 to 12,primary-school,0
2016,Male,car,Limerick City and suburbs,13 to 18,leaving-cert,28
2016,Male,car,Limerick City and suburbs,>=19,university,696
2016,Male,car,Galway City and suburbs,>=15,junior-cert,8930
2016,Male,car,Galway City and suburbs,5 to 12,primary-school,0
2016,Male,car,Galway City and suburbs,13 to 18,leaving-cert,6
2016,Male,car,Galway City and suburbs,>=19,university,391
2016,Male,car,Waterford City and suburbs,>=15,junior-cert,6257
2016,Male,car,Waterford City and suburbs,5 to 12,primary-school,0
2016,Male,car,Waterford City and suburbs,13 to 18,leaving-cert,30
2016,Male,car,Waterford City and suburbs,>=19,university,286
2016,Male,car,"Towns 10,000 population and over",>=15,junior-cert,97270
2016,Male,car,"Towns 10,000 population and over",5 to 12,primary-school,0
2016,Male,car,"Towns 10,000 population and over",13 to 18,leaving-cert,269
2016,Male,car,"Towns 10,000 population and over",>=19,university,2814
2016,Male,car,"Towns 5,000 - 9,999 population",>=15,junior-cert,38369
2016,Male,car,"Towns 5,000 - 9,999 population",5 to 12,primary-school,0
2016,Male,car,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,131
2016,Male,car,"Towns 5,000 - 9,999 population",>=19,university,1030
2016,Male,car,"Towns 2,000 - 4,999 population",>=15,junior-cert,29349
2016,Male,car,"Towns 2,000 - 4,999 population",5 to 12,primary-school,0
2016,Male,car,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,91
2016,Male,car,"Towns 2,000 - 4,999 population",>=19,university,857
2016,Male,car,"Towns 1,500 - 1,999 population",>=15,junior-cert,8951
2016,Male,car,"Towns 1,500 - 1,999 population",5 to 12,primary-school,0
2016,Male,car,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,38
2016,Male,car,"Towns 1,500 - 1,999 population",>=19,university,282
2016,Male,car,"Towns 1,000 - 1,499 population",>=15,junior-cert,11430
2016,Male,car,"Towns 1,000 - 1,499 population",5 to 12,primary-school,0
2016,Male,car,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,35
2016,Male,car,"Towns 1,000 - 1,499 population",>=19,university,397
2016,Male,car,Total Towns 500 - 999 population,>=15,junior-cert,16521
2016,Male,car,Total Towns 500 - 999 population,5 to 12,primary-school,0
2016,Male,car,Total Towns 500 - 999 population,13 to 18,leaving-cert,72
2016,Male,car,Total Towns 500 - 999 population,>=19,university,546
2016,Male,car,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,13967
2016,Male,car,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,0
2016,Male,car,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,100
2016,Male,car,Towns under 500 population but with at least 50 inhabited houses,>=19,university,548
2016,Male,car,Remainder of country,>=15,junior-cert,175769
2016,Male,car,Remainder of country,5 to 12,primary-school,0
2016,Male,car,Remainder of country,13 to 18,leaving-cert,1821
2016,Male,car,Remainder of country,>=19,university,8803
2016,Male,carpool,Dublin City and suburbs,>=15,junior-cert,5522
2016,Male,carpool,Dublin City and suburbs,5 to 12,primary-school,25389
2016,Male,carpool,Dublin City and suburbs,13 to 18,leaving-cert,9062
2016,Male,carpool,Dublin City and suburbs,>=19,university,902
2016,Male,carpool,Cork City and suburbs,>=15,junior-cert,1741
2016,Male,carpool,Cork City and suburbs,5 to 12,primary-school,6161
2016,Male,carpool,Cork City and suburbs,13 to 18,leaving-cert,3722
2016,Male,carpool,Cork City and suburbs,>=19,university,894
2016,Male,carpool,Limerick City and suburbs,>=15,junior-cert,860
2016,Male,carpool,Limerick City and suburbs,5 to 12,primary-school,2659
2016,Male,carpool,Limerick City and suburbs,13 to 18,leaving-cert,1378
2016,Male,carpool,Limerick City and suburbs,>=19,university,305
2016,Male,carpool,Galway City and suburbs,>=15,junior-cert,684
2016,Male,carpool,Galway City and suburbs,5 to 12,primary-school,2230
2016,Male,carpool,Galway City and suburbs,13 to 18,leaving-cert,964
2016,Male,carpool,Galway City and suburbs,>=19,university,192
2016,Male,carpool,Waterford City and suburbs,>=15,junior-cert,707
2016,Male,carpool,Waterford City and suburbs,5 to 12,primary-school,1980
2016,Male,carpool,Waterford City and suburbs,13 to 18,leaving-cert,1115
2016,Male,carpool,Waterford City and suburbs,>=19,university,163
2016,Male,carpool,"Towns 10,000 population and over",>=15,junior-cert,6998
2016,Male,carpool,"Towns 10,000 population and over",5 to 12,primary-school,27203
2016,Male,carpool,"Towns 10,000 population and over",13 to 18,leaving-cert,11585
2016,Male,carpool,"Towns 10,000 population and over",>=19,university,1187
2016,Male,carpool,"Towns 5,000 - 9,999 population",>=15,junior-cert,3021
2016,Male,carpool,"Towns 5,000 - 9,999 population",5 to 12,primary-school,10651
2016,Male,carpool,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,4029
2016,Male,carpool,"Towns 5,000 - 9,999 population",>=19,university,490
2016,Male,carpool,"Towns 2,000 - 4,999 population",>=15,junior-cert,2308
2016,Male,carpool,"Towns 2,000 - 4,999 population",5 to 12,primary-school,8402
2016,Male,carpool,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,3079
2016,Male,carpool,"Towns 2,000 - 4,999 population",>=19,university,404
2016,Male,carpool,"Towns 1,500 - 1,999 population",>=15,junior-cert,731
2016,Male,carpool,"Towns 1,500 - 1,999 population",5 to 12,primary-school,2588
2016,Male,carpool,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,1023
2016,Male,carpool,"Towns 1,500 - 1,999 population",>=19,university,149
2016,Male,carpool,"Towns 1,000 - 1,499 population",>=15,junior-cert,849
2016,Male,carpool,"Towns 1,000 - 1,499 population",5 to 12,primary-school,3533
2016,Male,carpool,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,1181
2016,Male,carpool,"Towns 1,000 - 1,499 population",>=19,university,208
2016,Male,carpool,Total Towns 500 - 999 population,>=15,junior-cert,1144
2016,Male,carpool,Total Towns 500 - 999 population,5 to 12,primary-school,4658
2016,Male,carpool,Total Towns 500 - 999 population,13 to 18,leaving-cert,1790
2016,Male,carpool,Total Towns 500 - 999 population,>=19,university,302
2016,Male,carpool,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,934
2016,Male,carpool,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,3956
2016,Male,carpool,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,1566
2016,Male,carpool,Towns under 500 population but with at least 50 inhabited houses,>=19,university,272
2016,Male,carpool,Remainder of country,>=15,junior-cert,7852
2016,Male,carpool,Remainder of country,5 to 12,primary-school,66480
2016,Male,carpool,Remainder of country,13 to 18,leaving-cert,31128
2016,Male,carpool,Remainder of country,>=19,university,3471
2016,Male,truck,Dublin City and suburbs,>=15,junior-cert,14825
2016,Male,truck,Dublin City and suburbs,5 to 12,primary-school,74
2016,Male,truck,Dublin City and suburbs,13 to 18,leaving-cert,24
2016,Male,truck,Dublin City and suburbs,>=19,university,25
2016,Male,truck,Cork City and suburbs,>=15,junior-cert,3336
2016,Male,truck,Cork City and suburbs,5 to 12,primary-school,16
2016,Male,truck,Cork City and suburbs,13 to 18,leaving-cert,10
2016,Male,truck,Cork City and suburbs,>=19,university,21
2016,Male,truck,Limerick City and suburbs,>=15,junior-cert,1164
2016,Male,truck,Limerick City and suburbs,5 to 12,primary-school,6
2016,Male,truck,Limerick City and suburbs,13 to 18,leaving-cert,3
2016,Male,truck,Limerick City and suburbs,>=19,university,16
2016,Male,truck,Galway City and suburbs,>=15,junior-cert,983
2016,Male,truck,Galway City and suburbs,5 to 12,primary-school,6
2016,Male,truck,Galway City and suburbs,13 to 18,leaving-cert,8
2016,Male,truck,Galway City and suburbs,>=19,university,12
2016,Male,truck,Waterford City and suburbs,>=15,junior-cert,789
2016,Male,truck,Waterford City and suburbs,5 to 12,primary-school,1
2016,Male,truck,Waterford City and suburbs,13 to 18,leaving-cert,4
2016,Male,truck,Waterford City and suburbs,>=19,university,7
2016,Male,truck,"Towns 10,000 population and over",>=15,junior-cert,14472
2016,Male,truck,"Towns 10,000 population and over",5 to 12,primary-school,74
2016,Male,truck,"Towns 10,000 population and over",13 to 18,leaving-cert,43
2016,Male,truck,"Towns 10,000 population and over",>=19,university,63
2016,Male,truck,"Towns 5,000 - 9,999 population",>=15,junior-cert,6428
2016,Male,truck,"Towns 5,000 - 9,999 population",5 to 12,primary-school,29
2016,Male,truck,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,18
2016,Male,truck,"Towns 5,000 - 9,999 population",>=19,university,17
2016,Male,truck,"Towns 2,000 - 4,999 population",>=15,junior-cert,6011
2016,Male,truck,"Towns 2,000 - 4,999 population",5 to 12,primary-school,36
2016,Male,truck,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,10
2016,Male,truck,"Towns 2,000 - 4,999 population",>=19,university,33
2016,Male,truck,"Towns 1,500 - 1,999 population",>=15,junior-cert,1857
2016,Male,truck,"Towns 1,500 - 1,999 population",5 to 12,primary-school,8
2016,Male,truck,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,3
2016,Male,truck,"Towns 1,500 - 1,999 population",>=19,university,9
2016,Male,truck,"Towns 1,000 - 1,499 population",>=15,junior-cert,2682
2016,Male,truck,"Towns 1,000 - 1,499 population",5 to 12,primary-school,11
2016,Male,truck,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,7
2016,Male,truck,"Towns 1,000 - 1,499 population",>=19,university,7
2016,Male,truck,Total Towns 500 - 999 population,>=15,junior-cert,4062
2016,Male,truck,Total Towns 500 - 999 population,5 to 12,primary-school,11
2016,Male,truck,Total Towns 500 - 999 population,13 to 18,leaving-cert,5
2016,Male,truck,Total Towns 500 - 999 population,>=19,university,24
2016,Male,truck,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,4053
2016,Male,truck,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,7
2016,Male,truck,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,6
2016,Male,truck,Towns under 500 population but with at least 50 inhabited houses,>=19,university,24
2016,Male,truck,Remainder of country,>=15,junior-cert,62686
2016,Male,truck,Remainder of country,5 to 12,primary-school,206
2016,Male,truck,Remainder of country,13 to 18,leaving-cert,203
2016,Male,truck,Remainder of country,>=19,university,418
2016,Male,truck,Dublin City and suburbs,>=15,junior-cert,702
2016,Male,truck,Dublin City and suburbs,5 to 12,primary-school,16
2016,Male,truck,Dublin City and suburbs,13 to 18,leaving-cert,7
2016,Male,truck,Dublin City and suburbs,>=19,university,15
2016,Male,truck,Cork City and suburbs,>=15,junior-cert,219
2016,Male,truck,Cork City and suburbs,5 to 12,primary-school,9
2016,Male,truck,Cork City and suburbs,13 to 18,leaving-cert,8
2016,Male,truck,Cork City and suburbs,>=19,university,2
2016,Male,truck,Limerick City and suburbs,>=15,junior-cert,51
2016,Male,truck,Limerick City and suburbs,5 to 12,primary-school,5
2016,Male,truck,Limerick City and suburbs,13 to 18,leaving-cert,2
2016,Male,truck,Limerick City and suburbs,>=19,university,2
2016,Male,truck,Galway City and suburbs,>=15,junior-cert,64
2016,Male,truck,Galway City and suburbs,5 to 12,primary-school,1
2016,Male,truck,Galway City and suburbs,13 to 18,leaving-cert,0
2016,Male,truck,Galway City and suburbs,>=19,university,1
2016,Male,truck,Waterford City and suburbs,>=15,junior-cert,35
2016,Male,truck,Waterford City and suburbs,5 to 12,primary-school,2
2016,Male,truck,Waterford City and suburbs,13 to 18,leaving-cert,0
2016,Male,truck,Waterford City and suburbs,>=19,university,0
2016,Male,truck,"Towns 10,000 population and over",>=15,junior-cert,747
2016,Male,truck,"Towns 10,000 population and over",5 to 12,primary-school,14
2016,Male,truck,"Towns 10,000 population and over",13 to 18,leaving-cert,5
2016,Male,truck,"Towns 10,000 population and over",>=19,university,1
2016,Male,truck,"Towns 5,000 - 9,999 population",>=15,junior-cert,428
2016,Male,truck,"Towns 5,000 - 9,999 population",5 to 12,primary-school,7
2016,Male,truck,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,1
2016,Male,truck,"Towns 5,000 - 9,999 population",>=19,university,1
2016,Male,truck,"Towns 2,000 - 4,999 population",>=15,junior-cert,353
2016,Male,truck,"Towns 2,000 - 4,999 population",5 to 12,primary-school,2
2016,Male,truck,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,3
2016,Male,truck,"Towns 2,000 - 4,999 population",>=19,university,0
2016,Male,truck,"Towns 1,500 - 1,999 population",>=15,junior-cert,142
2016,Male,truck,"Towns 1,500 - 1,999 population",5 to 12,primary-school,6
2016,Male,truck,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,0
2016,Male,truck,"Towns 1,500 - 1,999 population",>=19,university,0
2016,Male,truck,"Towns 1,000 - 1,499 population",>=15,junior-cert,234
2016,Male,truck,"Towns 1,000 - 1,499 population",5 to 12,primary-school,2
