"Statistic","CensusYear","Sex","Means of Travel","At Work School or College","UNIT","VALUE"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","On foot","Students at school or college aged 19 years and over","Number","24393"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Bicycle","All persons","Number","45810"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Bicycle","Population aged 15 years and over at work","Number","29075"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Bicycle","Children at school aged between 5 and 12 years","Number","4457"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Bicycle","Students at school or college aged between 13 and 18 years","Number","6063"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Bicycle","Students at school or college aged 19 years and over","Number","6215"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Bus, minibus or coach","All persons","Number","137260"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Bus, minibus or coach","Population aged 15 years and over at work","Number","38595"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Bus, minibus or coach","Children at school aged between 5 and 12 years","Number","31217"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Bus, minibus or coach","Students at school or college aged between 13 and 18 years","Number","48143"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Bus, minibus or coach","Students at school or college aged 19 years and over","Number","19305"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Train, DART or LUAS","All persons","Number","35005"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Train, DART or LUAS","Population aged 15 years and over at work","Number","25652"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Train, DART or LUAS","Children at school aged between 5 and 12 years","Number","371"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Train, DART or LUAS","Students at school or college aged between 13 and 18 years","Number","2926"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Train, DART or LUAS","Students at school or college aged 19 years and over","Number","6056"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Motorcycle or scooter","All persons","Number","8019"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Motorcycle or scooter","Population aged 15 years and over at work","Number","7332"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Motorcycle or scooter","Children at school aged between 5 and 12 years","Number","0"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Motorcycle or scooter","Students at school or college aged between 13 and 18 years","Number","181"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Motorcycle or scooter","Students at school or college aged 19 years and over","Number","506"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Motor car: Driver","All persons","Number","543423"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Motor car: Driver","Population aged 15 years and over at work","Number","515813"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Motor car: Driver","Children at school aged between 5 and 12 years","Number","0"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Motor car: Driver","Students at school or college aged between 13 and 18 years","Number","3584"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Motor car: Driver","Students at school or college aged 19 years and over","Number","24026"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Motor car: Passenger","All persons","Number","245547"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Motor car: Passenger","Population aged 15 years and over at work","Number","25818"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Motor car: Passenger","Children at school aged between 5 and 12 years","Number","150818"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Motor car: Passenger","Students at school or college aged between 13 and 18 years","Number","61415"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Motor car: Passenger","Students at school or college aged 19 years and over","Number","7496"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Other means (incl. lorry or van)","All persons","Number","130011"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Other means (incl. lorry or van)","Population aged 15 years and over at work","Number","127831"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Other means (incl. lorry or van)","Children at school aged between 5 and 12 years","Number","588"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Other means (incl. lorry or van)","Students at school or college aged between 13 and 18 years","Number","498"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Other means (incl. lorry or van)","Students at school or college aged 19 years and over","Number","1094"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Work mainly at or from home","All persons","Number","59789"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Work mainly at or from home","Population aged 15 years and over at work","Number","59278"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Work mainly at or from home","Children at school aged between 5 and 12 years","Number","135"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Work mainly at or from home","Students at school or college aged between 13 and 18 years","Number","137"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Work mainly at or from home","Students at school or college aged 19 years and over","Number","239"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Not stated","All persons","Number","52344"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Not stated","Population aged 15 years and over at work","Number","36067"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Not stated","Children at school aged between 5 and 12 years","Number","9140"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Not stated","Students at school or college aged between 13 and 18 years","Number","3654"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","Not stated","Students at school or college aged 19 years and over","Number","3483"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","All means of travel","All persons","Number","1452744"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","All means of travel","Population aged 15 years and over at work","Number","939175"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","All means of travel","Children at school aged between 5 and 12 years","Number","256712"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","All means of travel","Students at school or college aged between 13 and 18 years","Number","164044"
"Population Usually Resident in the State at Each Census Since 1986","2011","Male","All means of travel","Students at school or college aged 19 years and over","Number","92813"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","On foot","All persons","Number","219402"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","On foot","Population aged 15 years and over at work","Number","96796"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","On foot","Children at school aged between 5 and 12 years","Number","58537"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","On foot","Students at school or college aged between 13 and 18 years","Number","36503"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","On foot","Students at school or college aged 19 years and over","Number","27566"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Bicycle","All persons","Number","15367"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Bicycle","Population aged 15 years and over at work","Number","10728"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Bicycle","Children at school aged between 5 and 12 years","Number","1795"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Bicycle","Students at school or college aged between 13 and 18 years","Number","529"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Bicycle","Students at school or college aged 19 years and over","Number","2315"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Bus, minibus or coach","All persons","Number","151302"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Bus, minibus or coach","Population aged 15 years and over at work","Number","53081"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Bus, minibus or coach","Children at school aged between 5 and 12 years","Number","29046"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Bus, minibus or coach","Students at school or college aged between 13 and 18 years","Number","48010"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Bus, minibus or coach","Students at school or college aged 19 years and over","Number","21165"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Train, DART or LUAS","All persons","Number","35971"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Train, DART or LUAS","Population aged 15 years and over at work","Number","27097"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Train, DART or LUAS","Children at school aged between 5 and 12 years","Number","320"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Train, DART or LUAS","Students at school or college aged between 13 and 18 years","Number","2714"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Train, DART or LUAS","Students at school or college aged 19 years and over","Number","5840"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Motorcycle or scooter","All persons","Number","1293"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Motorcycle or scooter","Population aged 15 years and over at work","Number","1111"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Motorcycle or scooter","Children at school aged between 5 and 12 years","Number","0"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Motorcycle or scooter","Students at school or college aged between 13 and 18 years","Number","55"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Motorcycle or scooter","Students at school or college aged 19 years and over","Number","127"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Motor car: Driver","All persons","Number","583973"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Motor car: Driver","Population aged 15 years and over at work","Number","551638"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Motor car: Driver","Children at school aged between 5 and 12 years","Number","0"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Motor car: Driver","Students at school or college aged between 13 and 18 years","Number","2755"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Motor car: Driver","Students at school or college aged 19 years and over","Number","29580"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Motor car: Passenger","All persons","Number","262791"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Motor car: Passenger","Population aged 15 years and over at work","Number","43346"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Motor car: Passenger","Children at school aged between 5 and 12 years","Number","145893"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Motor car: Passenger","Students at school or college aged between 13 and 18 years","Number","64757"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Motor car: Passenger","Students at school or college aged 19 years and over","Number","8795"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Other means (incl. lorry or van)","All persons","Number","4104"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Other means (incl. lorry or van)","Population aged 15 years and over at work","Number","3187"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Other means (incl. lorry or van)","Children at school aged between 5 and 12 years","Number","490"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Other means (incl. lorry or van)","Students at school or college aged between 13 and 18 years","Number","299"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Other means (incl. lorry or van)","Students at school or college aged 19 years and over","Number","128"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Work mainly at or from home","All persons","Number","24638"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Work mainly at or from home","Population aged 15 years and over at work","Number","24048"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Work mainly at or from home","Children at school aged between 5 and 12 years","Number","129"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Work mainly at or from home","Students at school or college aged between 13 and 18 years","Number","108"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Work mainly at or from home","Students at school or college aged 19 years and over","Number","353"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Not stated","All persons","Number","42548"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Not stated","Population aged 15 years and over at work","Number","28193"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Not stated","Children at school aged between 5 and 12 years","Number","8542"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Not stated","Students at school or college aged between 13 and 18 years","Number","2665"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","Not stated","Students at school or college aged 19 years and over","Number","3148"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","All means of travel","All persons","Number","1341389"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","All means of travel","Population aged 15 years and over at work","Number","839225"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","All means of travel","Children at school aged between 5 and 12 years","Number","244752"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","All means of travel","Students at school or college aged between 13 and 18 years","Number","158395"
"Population Usually Resident in the State at Each Census Since 1986","2011","Female","All means of travel","Students at school or college aged 19 years and over","Number","99017"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","On foot","All persons","Number","426221"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","On foot","Population aged 15 years and over at work","Number","175080"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","On foot","Children at school aged between 5 and 12 years","Number","128218"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","On foot","Students at school or college aged between 13 and 18 years","Number","74111"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","On foot","Students at school or college aged 19 years and over","Number","48812"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Bicycle","All persons","Number","82123"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Bicycle","Population aged 15 years and over at work","Number","56837"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Bicycle","Children at school aged between 5 and 12 years","Number","7326"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Bicycle","Students at school or college aged between 13 and 18 years","Number","7282"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Bicycle","Students at school or college aged 19 years and over","Number","10678"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Bus, minibus or coach","All persons","Number","313097"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Bus, minibus or coach","Population aged 15 years and over at work","Number","111436"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Bus, minibus or coach","Children at school aged between 5 and 12 years","Number","56145"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Bus, minibus or coach","Students at school or college aged between 13 and 18 years","Number","99573"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Bus, minibus or coach","Students at school or college aged 19 years and over","Number","45943"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Train, DART or LUAS","All persons","Number","82627"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Train, DART or LUAS","Population aged 15 years and over at work","Number","63133"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Train, DART or LUAS","Children at school aged between 5 and 12 years","Number","701"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Train, DART or LUAS","Students at school or college aged between 13 and 18 years","Number","5649"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Train, DART or LUAS","Students at school or college aged 19 years and over","Number","13144"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Motorcycle or scooter","All persons","Number","8565"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Motorcycle or scooter","Population aged 15 years and over at work","Number","7990"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Motorcycle or scooter","Children at school aged between 5 and 12 years","Number","0"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Motorcycle or scooter","Students at school or college aged between 13 and 18 years","Number","160"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Motorcycle or scooter","Students at school or college aged 19 years and over","Number","415"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Motor car: Driver","All persons","Number","1202441"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Motor car: Driver","Population aged 15 years and over at work","Number","1152631"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Motor car: Driver","Children at school aged between 5 and 12 years","Number","0"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Motor car: Driver","Students at school or college aged between 13 and 18 years","Number","5039"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Motor car: Driver","Students at school or college aged 19 years and over","Number","44771"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Motor car: Passenger","All persons","Number","570254"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Motor car: Passenger","Population aged 15 years and over at work","Number","77335"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Motor car: Passenger","Children at school aged between 5 and 12 years","Number","327039"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Motor car: Passenger","Students at school or college aged between 13 and 18 years","Number","146755"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Motor car: Passenger","Students at school or college aged 19 years and over","Number","19125"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Other means (incl. lorry or van)","All persons","Number","140227"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Other means (incl. lorry or van)","Population aged 15 years and over at work","Number","137622"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Other means (incl. lorry or van)","Children at school aged between 5 and 12 years","Number","1066"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Other means (incl. lorry or van)","Students at school or college aged between 13 and 18 years","Number","695"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Other means (incl. lorry or van)","Students at school or college aged 19 years and over","Number","844"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Work mainly at or from home","All persons","Number","96057"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Work mainly at or from home","Population aged 15 years and over at work","Number","94955"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Work mainly at or from home","Children at school aged between 5 and 12 years","Number","302"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Work mainly at or from home","Students at school or college aged between 13 and 18 years","Number","207"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Work mainly at or from home","Students at school or college aged 19 years and over","Number","593"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Not stated","All persons","Number","136995"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Not stated","Population aged 15 years and over at work","Number","93709"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Not stated","Children at school aged between 5 and 12 years","Number","26119"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Not stated","Students at school or college aged between 13 and 18 years","Number","10697"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","Not stated","Students at school or college aged 19 years and over","Number","6470"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","All means of travel","All persons","Number","3058607"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","All means of travel","Population aged 15 years and over at work","Number","1970728"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","All means of travel","Children at school aged between 5 and 12 years","Number","546916"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","All means of travel","Students at school or college aged between 13 and 18 years","Number","350168"
"Population Usually Resident in the State at Each Census Since 1986","2016","Both sexes","All means of travel","Students at school or college aged 19 years and over","Number","190795"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","On foot","All persons","Number","204428"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","On foot","Population aged 15 years and over at work","Number","79566"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","On foot","Children at school aged between 5 and 12 years","Number","64764"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","On foot","Students at school or college aged between 13 and 18 years","Number","37614"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","On foot","Students at school or college aged 19 years and over","Number","22484"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Bicycle","All persons","Number","60110"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Bicycle","Population aged 15 years and over at work","Number","41341"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Bicycle","Children at school aged between 5 and 12 years","Number","4858"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Bicycle","Students at school or college aged between 13 and 18 years","Number","6588"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Bicycle","Students at school or college aged 19 years and over","Number","7323"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Bus, minibus or coach","All persons","Number","150573"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Bus, minibus or coach","Population aged 15 years and over at work","Number","49788"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Bus, minibus or coach","Children at school aged between 5 and 12 years","Number","29410"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Bus, minibus or coach","Students at school or college aged between 13 and 18 years","Number","49934"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Bus, minibus or coach","Students at school or college aged 19 years and over","Number","21441"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Train, DART or LUAS","All persons","Number","42126"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Train, DART or LUAS","Population aged 15 years and over at work","Number","32307"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Train, DART or LUAS","Children at school aged between 5 and 12 years","Number","383"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Train, DART or LUAS","Students at school or college aged between 13 and 18 years","Number","2933"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Train, DART or LUAS","Students at school or college aged 19 years and over","Number","6503"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Motorcycle or scooter","All persons","Number","7173"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Motorcycle or scooter","Population aged 15 years and over at work","Number","6740"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Motorcycle or scooter","Children at school aged between 5 and 12 years","Number","0"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Motorcycle or scooter","Students at school or college aged between 13 and 18 years","Number","97"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Motorcycle or scooter","Students at school or college aged 19 years and over","Number","336"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Motor car: Driver","All persons","Number","585947"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Motor car: Driver","Population aged 15 years and over at work","Number","561704"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Motor car: Driver","Children at school aged between 5 and 12 years","Number","0"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Motor car: Driver","Students at school or college aged between 13 and 18 years","Number","2971"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Motor car: Driver","Students at school or college aged 19 years and over","Number","21272"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Motor car: Passenger","All persons","Number","279802"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Motor car: Passenger","Population aged 15 years and over at work","Number","33351"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Motor car: Passenger","Children at school aged between 5 and 12 years","Number","165890"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Motor car: Passenger","Students at school or college aged between 13 and 18 years","Number","71622"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Motor car: Passenger","Students at school or college aged 19 years and over","Number","8939"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Other means (incl. lorry or van)","All persons","Number","136221"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Other means (incl. lorry or van)","Population aged 15 years and over at work","Number","134521"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Other means (incl. lorry or van)","Children at school aged between 5 and 12 years","Number","573"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Other means (incl. lorry or van)","Students at school or college aged between 13 and 18 years","Number","401"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Other means (incl. lorry or van)","Students at school or college aged 19 years and over","Number","726"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Work mainly at or from home","All persons","Number","66113"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Work mainly at or from home","Population aged 15 years and over at work","Number","65608"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Work mainly at or from home","Children at school aged between 5 and 12 years","Number","147"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Work mainly at or from home","Students at school or college aged between 13 and 18 years","Number","114"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Work mainly at or from home","Students at school or college aged 19 years and over","Number","244"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Not stated","All persons","Number","75076"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Not stated","Population aged 15 years and over at work","Number","52639"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Not stated","Children at school aged between 5 and 12 years","Number","13640"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Not stated","Students at school or college aged between 13 and 18 years","Number","5579"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","Not stated","Students at school or college aged 19 years and over","Number","3218"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","All means of travel","All persons","Number","1607569"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","All means of travel","Population aged 15 years and over at work","Number","1057565"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","All means of travel","Children at school aged between 5 and 12 years","Number","279665"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","All means of travel","Students at school or college aged between 13 and 18 years","Number","177853"
"Population Usually Resident in the State at Each Census Since 1986","2016","Male","All means of travel","Students at school or college aged 19 years and over","Number","92486"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","On foot","All persons","Number","221793"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","On foot","Population aged 15 years and over at work","Number","95514"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","On foot","Children at school aged between 5 and 12 years","Number","63454"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","On foot","Students at school or college aged between 13 and 18 years","Number","36497"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","On foot","Students at school or college aged 19 years and over","Number","26328"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Bicycle","All persons","Number","22013"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Bicycle","Population aged 15 years and over at work","Number","15496"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Bicycle","Children at school aged between 5 and 12 years","Number","2468"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Bicycle","Students at school or college aged between 13 and 18 years","Number","694"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Bicycle","Students at school or college aged 19 years and over","Number","3355"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Bus, minibus or coach","All persons","Number","162524"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Bus, minibus or coach","Population aged 15 years and over at work","Number","61648"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Bus, minibus or coach","Children at school aged between 5 and 12 years","Number","26735"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Bus, minibus or coach","Students at school or college aged between 13 and 18 years","Number","49639"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Bus, minibus or coach","Students at school or college aged 19 years and over","Number","24502"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Train, DART or LUAS","All persons","Number","40501"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Train, DART or LUAS","Population aged 15 years and over at work","Number","30826"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Train, DART or LUAS","Children at school aged between 5 and 12 years","Number","318"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Train, DART or LUAS","Students at school or college aged between 13 and 18 years","Number","2716"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Train, DART or LUAS","Students at school or college aged 19 years and over","Number","6641"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Motorcycle or scooter","All persons","Number","1392"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Motorcycle or scooter","Population aged 15 years and over at work","Number","1250"
